`,0.73168993
q,1.243919849
w,0.320776939
e,0.307984114
r,0.308056116
t,0.334002972
y,0.343018055
u,0.315891027
i,0.343887091
o,0.322026968
p,0.307961941
a,0.360044003
s,0.313879013
d,0.355079889
f,0.343840122
g,0.349036932
h,0.32607007
j,0.340796947
k,0.322272062
l,0.314798832
z,0.310888052
x,0.313058138
c,0.345930099
v,0.387111902
b,0.356766939
n,0.338055849
m,0.375049829
space,0.580009937
h,0.357553959
y,0.353092194
p,0.341001034
o,0.367960215
c,0.356033087
h,0.314841032
o,0.302231073
l,0.336789846
e,0.308885813
s,0.33199501
t,0.30903101
e,0.364929199
r,0.299939871
o,0.34513402
l,0.318777084
e,0.317035675
m,0.301129103
i,0.326814175
a,0.346057415
space,0.336017132
s,0.31888485
n,0.331968069
i,0.329916
t,0.327838898
space,0.350137949
f,0.318076849
a,0.287747145
i,0.311910868
r,0.331403017
k,0.308511019
e,0.32030797
e,0.324896097
p,0.296943903
e,0.34685111
r,0.323119164
space,0.312856197
w,0.300036907
a,0.316906929
y,0.318835974
g,0.345052004
o,0.322008133
i,0.318168879
n,0.306772947
g,0.28310585
space,0.370895147
s,0.297795773
n,0.322083235
e,0.310889006
a,0.302531958
k,0.320432901
s,0.34506011
m,0.315851927
a,0.324002981
n,0.305082083
space,0.383804083
s,0.306445122
m,0.336724997
o,0.287884951
o,0.31392312
t,0.356093884
h,0.303836823
a,0.238076925
b,0.38984704
l,0.314936161
e,0.297212839
space,0.330744982
d,0.33510828
a,0.325871944
y,0.334942102
d,0.277012825
r,0.383963108
e,0.288952112
a,0.333037138
m,0.350875139
s,0.305955172
space,0.33795619
s,0.293009758
i,0.325066805
c,0.305842876
c,0.312808037
a,0.319262981
t,0.355715036
i,0.303879023
o,0.318109035
n,0.322168112
space,0.298923016
s,0.315943003
e,0.292953968
x,0.331080914
t,0.381938219
a,0.280923843
n,0.310937881
t,0.317957163
space,0.309899092
s,0.304928064
i,0.331128836
n,0.331944942
g,0.287029982
i,0.298656225
n,0.322350025
g,0.288929939
f,0.365833998
i,0.252142191
s,0.3466959
h,0.302112818
space,0.319909811
i,0.33110404
n,0.331952333
f,0.278783083
r,0.31933403
a,0.263692141
c,0.350006104
t,0.363010168
i,0.308923006
n,0.313775778
g,0.308245182
space,0.589709044
s,0.360364676
backspace,0.346283913
d,0.287371874
e,0.392021894
m,0.360080957
o,0.278686047
n,0.324213028
o,0.311787128
p,0.333845139
h,0.326129913
o,0.345239162
b,0.543674946
i,0.273917913
a,0.317182302
space,0.341939211
t,0.314866066
i,0.428884983
g,0.293274879
h,0.316786051
t,0.276742935
r,0.380203009
o,0.284955978
p,0.315849066
i,0.29625082
n,0.359889984
g,0.357789993
space,0.327100992
l,0.333099127
o,0.326882124
r,0.306771994
e,0.31610918
n,0.312061071
space,0.288731813
s,0.321063995
t,0.271209002
u,0.357745171
b,0.336976051
