`,1.298542976
b,1.149393797
h,0.316040754
u,0.266985893
t,0.319984913
a,0.298997879
t,0.357101917
a,0.308884859
t,0.309973717
h,0.273946047
a,0.29519105
t,0.313882828
a,0.325078011
space,0.30783987
d,0.313412666
u,0.344974995
c,0.253690958
t,0.343962193
i,0.282926083
l,0.324943066
i,0.32396698
m,0.313091993
e,0.287933826
t,0.327955961
e,0.337055922
r,0.308943033
space,0.29699111
c,0.307584047
a,0.286487818
r,0.326388121
d,0.304639101
o,0.308936834
space,0.300071001
f,0.364018917
o,0.291843891
r,0.306899071
e,0.326064348
s,0.320971012
w,0.314230919
o,0.313745975
r,0.316124201
e,0.278003216
space,0.306950331
c,0.330918789
h,0.315263033
i,0.319821119
r,0.482975006
o,0.332801104
c,0.344223261
o,0.286874056
s,0.322936058
m,0.297099113
e,0.311015844
t,0.311090946
i,0.310988903
c,0.326787949
s,0.306080103
space,0.332100153
r,0.313052177
a,0.258829117
t,0.372974157
i,0.335973978
o,0.316043854
n,0.307185888
a,0.335577011
l,0.333127975
l,0.316033125
y,0.407026052
space,0.348913908
b,0.497142076
o,0.328014135
n,0.329830885
d,0.333680153
e,0.366350174
l,0.29591918
s,0.327911139
w,0.346068144
a,0.34622097
r,0.312995911
t,0.369992971
s,0.334872007
space,0.314853907
g,0.376183033
r,0.299274921
a,0.342622042
p,0.309983969
h,0.320894957
o,1.116878033
p,0.363221884
h,0.327825785
o,0.347138882
n,0.335980892
i,0.309859753
c,0.2940979
space,0.386980057
e,0.338014126
n,0.307941914
c,0.341320992
a,0.327702045
r,0.36609602
n,0.370878935
a,0.358041763
l,0.695945978
i,0.343958139
z,0.299156904
i,0.358796597
n,0.34306407
g,0.34812212
space,0.367840767
u,0.675226212
n,0.364774942
f,0.315927029
a,0.337881804
c,0.302320242
a,0.368835926
d,0.322951794
e,0.286985159
d,0.368938208
space,0.333893061
r,0.704251766
e,0.321877956
d,0.317988157
e,0.354050875
p,0.314913034
o,0.353201151
s,0.309858799
i,0.321938753
t,0.353001833
i,0.300122023
o,0.328845024
n,0.315080166
space,0.311892986
q,0.360229015
u,0.316828966
a,0.347942114
l,0.324983835
i,0.315021992
f,0.360932827
i,0.303108931
e,0.384968042
n,0.323095798
s,0.337695837
backspace,0.392931938
e,0.339291811
s,0.278867006
s,0.350036144
space,0.28301096
a,0.382840872
m,0.320159912
o,0.33096385
l,0.337946177
i,0.434520006
l,0.31637907
l,0.321238041
a,0.329897881
space,0.301002979
r,0.338097095
e,0.306818008
c,0.333938122
u,0.345156908
r,0.362978935
e,0.318881035
space,0.368167877
h,0.332743883
o,0.300119162
t,0.322874069
h,0.323065042
e,0.315124035
a,0.336753845
r,0.311292887
t,0.361783981
e,0.327929258
d,0.345246315
space,0.33288908
w,0.318736076
o,0.348186016
w,0.328082085
space,0.317231178
t,0.315418959
h,0.312289953
i,0.344760895
s,0.321133852
space,0.348328114
i,0.304582119
s,0.298010111
space,0.306372881
t,0.36157012
h,0.345083237
e,0.323112249
space,0.18898797
v,0.391961813
a,0.348867893
l,0.324067831
i,0.299966097
d,0.334017992
a,0.288002014
t,0.315000057
i,0.358961344
o,0.301018953
n,0.337979078
space,0.322921991
d,0.337048054
a,0.305984974
t,0.340069771
a,0.291953325
space,0.342016697
h,0.93390727
o,0.451986313
p,0.280997992
e,0.278934002
f,0.286050081
u,0.262969971
l,0.205005169
l,0.353044033
y,0.375074148
space,0.291786194
t,0.347039223
h,0.252419949
i,0.31665206
s,0.292039871
space,0.290962934
i,0.357920885
backspace,0.91911602
w,0.265956163
i,0.303881168
l,0.353004932
l,0.245046139
space,0.258993864
b,0.334948063
e,0.376029968
space,0.275991917
t,0.272991896
e,0.294908047
s,0.268130064
t,0.316928148
e,0.323978901
d,0.302965879
space,0.275999308
a,0.267041683
t,0.399048328
space,0.257127047
.,0.258878946
3,0.329781055
space,0.286136866
s,1.295129061
e,0.264890909
c,0.237977982
o,0.243848801
n,0.302027702
d,0.370169163
s,0.247953892
space,0.354820013
w,0.538070202
h,0.406141996
i,0.390391827
h,0.260380268
space,1.89223671
i,0.228727102
space,0.145894289
j,0.213125229
u,0.591892958
s,0.335006952
t,0.360970974
space,0.287954092
m,0.327101946
e,0.308003187
s,0.284961939
s,0.348820925
e,0.303140163
d,0.331008196
space,0.363473892
u,0.310670853
p,0.324867964
space,0.331501007
b,0.323575974
y,0.2919209
space,0.329871178
p,0.359095812
u,0.243961096
t,0.407960892
t,0.309074163
i,0.291996002
n,0.275979996
g,0.315128088
space,0.339892149
i,0.323921204
n,0.287050247
space,0.370941162
a,0.37200284
space,0.301018953
n,0.27585578
u,0.338180065
m,0.319942236
b,0.280892849
e,0.353168726
r,0.265825987
space,0.306338072
w,0.258791924
o,0.306701899
o,0.26318717
p,0.291983843
s,0.311128139
space,0.251872063
w,0.249980927
e,0.340100765
l,0.231837988
l,0.248923302
space,0.269227982
t,0.242889881
h,0.315943003
e,0.330185175
space,0.28489399
f,0.266105175
a,0.255010128
n,0.332197905
space,0.337580204
i,0.377138853
s,0.340806723
space,0.346071005
o,0.255134106
n,0.267805815
space,0.367912054
s,0.327257156
o,0.257808924
space,0.243276119
i,0.413086891
t,0.360692978
space,0.368750811
i,0.240196228
s,0.295149088
space,0.34896183
b,0.358769178
y,0.302191973
e,0.369814157
space,0.341137886
b,0.379855871
y,0.304019213
e,0.340967178
