`,1.35883522
q,0.634042025
w,0.365742207
e,0.331171751
r,0.355819941
t,0.36012578
y,0.371652126
u,0.358014107
i,0.390017748
o,0.352123022
p,0.348849773
a,0.349865913
s,0.349189043
d,0.353806019
f,0.365595818
g,0.346471071
h,0.347936153
j,0.366796017
k,0.355112076
l,0.350123882
z,0.315790892
x,0.372900009
c,0.35307169
v,0.345923901
b,0.317036629
n,0.377002001
m,0.377857924
space,0.691796064
s,0.471262932
n,0.401748896
a,0.323908091
b,0.306043863
b,0.379865885
y,0.293016195
space,0.372879982
h,0.295937061
y,0.357027054
d,0.274936199
r,0.381076336
o,0.284830093
k,0.369187832
i,0.307034016
n,0.309956789
e,0.356963158
t,0.34781909
i,0.345992327
c,0.325994968
s,0.339139938
space,0.349896908
i,0.336937904
m,0.349960089
p,0.304833174
l,0.372977257
y,0.363863707
space,0.312024117
c,0.401082039
o,0.345373154
r,0.338442087
o,0.356069088
n,0.342077017
e,0.293744087
t,0.345982075
t,0.34104991
e,0.317902088
e,0.283997059
space,0.408957005
g,0.372830868
a,0.347099066
l,0.333925247
l,0.306096792
i,0.362891197
m,0.363070011
a,0.346755981
u,0.349140882
f,0.341972828
r,0.363981009
i,0.333907127
e,0.358032703
s,0.343795776
space,0.359943867
r,0.346950054
h,0.354354143
i,0.339697838
z,0.340070009
o,0.348796129
c,0.36537981
e,0.34257412
p,0.348258734
h,0.339956284
a,0.32276988
l,0.323719025
o,0.401247978
u,0.341102123
s,0.283715963
space,0.381942987
r,0.347863913
o,0.297346115
m,0.368840933
a,0.314888
n,0.335931778
i,0.381201982
a,0.316555023
n,0.346382141
space,0.341658831
u,0.340155125
n,0.37093997
s,0.347184181
o,0.327780962
r,0.36074996
d,0.353044987
i,0.331046104
d,0.330975056
l,0.324875116
y,0.32106185
space,0.310974836
c,0.402120113
r,0.390746117
i,0.274047136
m,0.359902859
i,0.308981895
n,0.333479166
a,0.382444859
l,0.372883081
s,0.300969839
space,0.348044872
r,0.366909027
e,0.333047152
c,0.382114172
backspace,0.716236115
s,0.35741806
c,0.346022129
o,0.35799098
u,0.351931334
n,0.369122028
t,0.350929976
e,0.357898951
r,0.322911024
space,0.319020033
a,0.327984095
s,0.346849918
s,0.323101044
u,0.332975149
a,0.347917795
g,0.349851131
i,0.362027884
n,0.329005003
g,0.337820768
space,0.330146074
b,0.342965841
e,0.349998713
l,0.34484911
e,0.329095125
s,0.324059963
p,0.325033188
r,0.352584839
i,0.307165861
t,0.320959091
space,0.176052094
p,0.371985912
r,0.360027075
a,0.337730169
i,0.32907176
s,0.291809082
e,0.383951902
s,0.318181038
space,0.333848
c,0.366068125
a,0.381402016
r,0.274325848
r,0.319036007
e,0.298989058
t,0.347129107
t,0.296891928
a,0.306876183
space,0.339159966
g,0.357751131
u,0.315082073
l,0.307043791
r,0.362138033
a,0.284837961
v,0.344831944
a,0.30714798
g,0.30072403
e,0.378918886
